id,instrument,direction,quantity,opened_at,closed_at,open_price,close_price,commission,net_pnl,setup
W0216,ESZ4,Long,2.0,2022-03-29 09:45:00,2022-03-29 13:45:00,4451.50,4449.00,8.40,-258.40,trend
W0217,ESZ4,Short,2.0,2022-03-30 09:45:00,2022-03-30 10:45:00,4233.75,4230.25,8.40,341.60,trend
W0218,ESZ4,Long,2.0,2022-03-31 09:45:00,2022-03-31 10:45:00,5184.50,5201.25,8.40,1666.60,trend
W0219,ESZ4,Short,2.0,2022-04-01 09:45:00,2022-04-01 12:45:00,4519.50,4516.25,8.40,316.60,trend
W0220,ESZ4,Long,2.0,2022-04-04 09:45:00,2022-04-04 13:45:00,4562.50,4565.50,8.40,291.60,trend
W0221,ESZ4,Long,2.0,2022-04-05 09:45:00,2022-04-05 13:45:00,4617.50,4614.75,8.40,-283.40,trend
W0222,ESZ4,Long,2.0,2022-04-06 09:45:00,2022-04-06 10:45:00,4897.25,4902.50,8.40,516.60,trend
W0223,ESZ4,Short,2.0,2022-04-07 09:45:00,2022-04-07 12:45:00,4815.25,4811.25,8.40,391.60,trend
W0224,ESZ4,Long,2.0,2022-04-08 09:45:00,2022-04-08 12:45:00,4771.50,4783.75,8.40,1216.60,trend
W0225,ESZ4,Short,2.0,2022-04-11 09:45:00,2022-04-11 12:45:00,4312.00,4319.50,8.40,-758.40,trend
W0226,ESZ4,Long,2.0,2022-04-12 09:45:00,2022-04-12 13:45:00,4681.50,4682.00,8.40,41.60,trend
W0227,ESZ4,Short,2.0,2022-04-13 09:45:00,2022-04-13 14:45:00,4783.50,4789.00,8.40,-558.40,trend
W0228,ESZ4,Long,2.0,2022-04-14 09:45:00,2022-04-14 10:45:00,4595.50,4593.00,8.40,-258.40,trend
W0229,ESZ4,Long,2.0,2022-04-15 09:45:00,2022-04-15 12:45:00,4881.50,4881.00,8.40,-58.40,trend
W0230,ESZ4,Short,2.0,2022-04-18 09:45:00,2022-04-18 10:45:00,4660.75,4675.75,8.40,-1508.40,trend
W0231,ESZ4,Long,2.0,2022-04-19 09:45:00,2022-04-19 12:45:00,4894.50,4901.00,8.40,641.60,trend
W0232,ESZ4,Short,2.0,2022-04-20 09:45:00,2022-04-20 12:45:00,4313.75,4310.75,8.40,291.60,trend
W0233,ESZ4,Long,2.0,2022-04-21 09:45:00,2022-04-21 11:45:00,5181.25,5173.25,8.40,-808.40,trend
W0234,ESZ4,Long,2.0,2022-04-22 09:45:00,2022-04-22 14:45:00,5129.00,5121.25,8.40,-783.40,trend
W0235,ESZ4,Short,2.0,2022-04-25 09:45:00,2022-04-25 13:45:00,5097.00,5100.50,8.40,-358.40,trend
W0236,ESZ4,Long,2.0,2022-04-26 09:45:00,2022-04-26 12:45:00,4392.75,4392.50,8.40,-33.40,trend
W0237,ESZ4,Long,2.0,2022-04-27 09:45:00,2022-04-27 12:45:00,4304.00,4295.50,8.40,-858.40,trend
W0238,ESZ4,Short,2.0,2022-04-28 09:45:00,2022-04-28 10:45:00,5116.50,5124.00,8.40,-758.40,trend
W0239,ESZ4,Long,2.0,2022-04-29 09:45:00,2022-04-29 13:45:00,5117.00,5125.75,8.40,866.60,trend
W0240,ESZ4,Short,2.0,2022-05-02 09:45:00,2022-05-02 11:45:00,4552.50,4557.25,8.40,-483.40,trend
W0241,ESZ4,Short,2.0,2022-05-03 09:45:00,2022-05-03 11:45:00,4347.25,4355.50,8.40,-833.40,trend
W0242,ESZ4,Short,2.0,2022-05-04 09:45:00,2022-05-04 14:45:00,4264.25,4262.50,8.40,166.60,trend
W0243,ESZ4,Short,2.0,2022-05-05 09:45:00,2022-05-05 13:45:00,4894.00,4890.25,8.40,366.60,trend
W0244,ESZ4,Short,2.0,2022-05-06 09:45:00,2022-05-06 10:45:00,5014.75,5014.25,8.40,41.60,trend
W0245,ESZ4,Long,2.0,2022-05-09 09:45:00,2022-05-09 10:45:00,4234.00,4231.25,8.40,-283.40,trend
W0246,ESZ4,Short,2.0,2022-05-10 09:45:00,2022-05-10 12:45:00,5026.75,5021.50,8.40,516.60,trend
W0247,ESZ4,Short,2.0,2022-05-11 09:45:00,2022-05-11 11:45:00,4425.75,4429.00,8.40,-333.40,trend
W0248,ESZ4,Long,2.0,2022-05-12 09:45:00,2022-05-12 12:45:00,4524.75,4522.00,8.40,-283.40,trend
W0249,ESZ4,Long,2.0,2022-05-13 09:45:00,2022-05-13 10:45:00,4959.25,4958.25,8.40,-108.40,trend
W0250,ESZ4,Long,2.0,2022-05-16 09:45:00,2022-05-16 11:45:00,4592.50,4593.75,8.40,116.60,trend
W0251,ESZ4,Short,2.0,2022-05-17 09:45:00,2022-05-17 13:45:00,4206.00,4197.75,8.40,816.60,trend
W0252,ESZ4,Short,2.0,2022-05-18 09:45:00,2022-05-18 12:45:00,4833.75,4826.50,8.40,716.60,trend
W0253,ESZ4,Short,2.0,2022-05-19 09:45:00,2022-05-19 14:45:00,5188.00,5185.25,8.40,266.60,trend
W0254,ESZ4,Short,2.0,2022-05-20 09:45:00,2022-05-20 13:45:00,5018.00,5021.75,8.40,-383.40,trend
W0255,ESZ4,Short,2.0,2022-05-23 09:45:00,2022-05-23 12:45:00,4868.25,4864.00,8.40,416.60,trend
W0256,ESZ4,Long,2.0,2022-05-24 09:45:00,2022-05-24 13:45:00,4726.00,4728.25,8.40,216.60,trend
W0257,ESZ4,Short,2.0,2022-05-25 09:45:00,2022-05-25 10:45:00,4291.75,4293.75,8.40,-208.40,trend
W0258,ESZ4,Long,2.0,2022-05-26 09:45:00,2022-05-26 14:45:00,5176.25,5180.75,8.40,441.60,trend
W0259,ESZ4,Long,2.0,2022-05-27 09:45:00,2022-05-27 11:45:00,4623.50,4623.00,8.40,-58.40,trend
W0260,ESZ4,Short,2.0,2022-05-30 09:45:00,2022-05-30 11:45:00,4807.00,4810.75,8.40,-383.40,trend
W0261,ESZ4,Short,2.0,2022-05-31 09:45:00,2022-05-31 10:45:00,4712.00,4712.25,8.40,-33.40,trend
W0262,ESZ4,Long,2.0,2022-06-01 09:45:00,2022-06-01 12:45:00,4234.25,4235.00,8.40,66.60,trend
W0263,ESZ4,Short,2.0,2022-06-02 09:45:00,2022-06-02 12:45:00,4381.00,4378.00,8.40,291.60,trend
W0264,ESZ4,Short,2.0,2022-06-03 09:45:00,2022-06-03 13:45:00,4226.50,4225.00,8.40,141.60,trend
W0265,ESZ4,Short,2.0,2022-06-06 09:45:00,2022-06-06 14:45:00,4694.75,4690.25,8.40,441.60,trend
W0266,ESZ4,Short,2.0,2022-06-07 09:45:00,2022-06-07 11:45:00,4816.25,4812.00,8.40,416.60,trend
W0267,ESZ4,Short,2.0,2022-06-08 09:45:00,2022-06-08 12:45:00,5168.75,5174.25,8.40,-558.40,trend
W0268,ESZ4,Short,2.0,2022-06-09 09:45:00,2022-06-09 12:45:00,4323.00,4318.75,8.40,416.60,trend
W0269,ESZ4,Long,2.0,2022-06-10 09:45:00,2022-06-10 10:45:00,4672.50,4676.25,8.40,366.60,trend
W0270,ESZ4,Long,2.0,2022-06-13 09:45:00,2022-06-13 13:45:00,4421.25,4416.00,8.40,-533.40,trend
W0271,ESZ4,Short,2.0,2022-06-14 09:45:00,2022-06-14 12:45:00,4995.00,4989.25,8.40,566.60,trend
W0272,ESZ4,Short,2.0,2022-06-15 09:45:00,2022-06-15 10:45:00,4935.75,4937.75,8.40,-208.40,trend
W0273,ESZ4,Long,2.0,2022-06-16 09:45:00,2022-06-16 11:45:00,4578.50,4573.25,8.40,-533.40,trend
W0274,ESZ4,Short,2.0,2022-06-17 09:45:00,2022-06-17 14:45:00,4567.00,4561.25,8.40,566.60,trend
W0275,ESZ4,Short,2.0,2022-06-20 09:45:00,2022-06-20 10:45:00,5031.00,5027.75,8.40,316.60,trend
W0276,ESZ4,Long,2.0,2022-06-21 09:45:00,2022-06-21 10:45:00,4898.75,4896.00,8.40,-283.40,trend
W0277,ESZ4,Long,2.0,2022-06-22 09:45:00,2022-06-22 12:45:00,4611.00,4600.25,8.40,-1083.40,trend
W0278,ESZ4,Short,2.0,2022-06-23 09:45:00,2022-06-23 11:45:00,4827.00,4835.50,8.40,-858.40,trend
W0279,ESZ4,Long,2.0,2022-06-24 09:45:00,2022-06-24 14:45:00,4473.75,4473.25,8.40,-58.40,trend
W0280,ESZ4,Short,2.0,2022-06-27 09:45:00,2022-06-27 13:45:00,4854.25,4852.50,8.40,166.60,trend
W0281,ESZ4,Long,2.0,2022-06-28 09:45:00,2022-06-28 11:45:00,4376.50,4380.50,8.40,391.60,trend
W0282,ESZ4,Long,2.0,2022-06-29 09:45:00,2022-06-29 12:45:00,5046.25,5049.50,8.40,316.60,trend
W0283,ESZ4,Long,2.0,2022-06-30 09:45:00,2022-06-30 11:45:00,4396.75,4406.50,8.40,966.60,trend
W0284,ESZ4,Short,2.0,2022-07-01 09:45:00,2022-07-01 11:45:00,4456.00,4455.00,8.40,91.60,trend
W0285,ESZ4,Long,2.0,2022-07-04 09:45:00,2022-07-04 12:45:00,5179.00,5186.50,8.40,741.60,trend
W0286,ESZ4,Long,2.0,2022-07-05 09:45:00,2022-07-05 10:45:00,4823.00,4821.75,8.40,-133.40,trend
W0287,ESZ4,Long,2.0,2022-07-06 09:45:00,2022-07-06 13:45:00,5105.25,5098.50,8.40,-683.40,trend
W0288,ESZ4,Long,2.0,2022-07-07 09:45:00,2022-07-07 13:45:00,4597.25,4602.50,8.40,516.60,trend
W0289,ESZ4,Short,2.0,2022-07-08 09:45:00,2022-07-08 12:45:00,4377.00,4379.50,8.40,-258.40,trend
W0290,ESZ4,Short,2.0,2022-07-11 09:45:00,2022-07-11 14:45:00,4767.00,4766.00,8.40,91.60,trend
W0291,ESZ4,Long,2.0,2022-07-12 09:45:00,2022-07-12 13:45:00,4835.25,4837.50,8.40,216.60,trend
W0292,ESZ4,Long,2.0,2022-07-13 09:45:00,2022-07-13 10:45:00,4505.50,4511.00,8.40,541.60,trend
W0293,ESZ4,Short,2.0,2022-07-14 09:45:00,2022-07-14 10:45:00,4797.25,4796.75,8.40,41.60,trend
W0294,ESZ4,Long,2.0,2022-07-15 09:45:00,2022-07-15 14:45:00,4826.75,4827.75,8.40,91.60,trend
W0295,ESZ4,Long,2.0,2022-07-18 09:45:00,2022-07-18 12:45:00,4996.50,4995.75,8.40,-83.40,trend
W0296,ESZ4,Long,2.0,2022-07-19 09:45:00,2022-07-19 11:45:00,4513.75,4517.50,8.40,366.60,trend
W0297,ESZ4,Long,2.0,2022-07-20 09:45:00,2022-07-20 12:45:00,4884.75,4887.50,8.40,266.60,trend
W0298,ESZ4,Long,2.0,2022-07-21 09:45:00,2022-07-21 10:45:00,4214.00,4207.50,8.40,-658.40,trend
W0299,ESZ4,Short,2.0,2022-07-22 09:45:00,2022-07-22 12:45:00,4844.50,4843.75,8.40,66.60,trend
W0300,ESZ4,Short,2.0,2022-07-25 09:45:00,2022-07-25 12:45:00,4269.00,4265.25,8.40,366.60,trend
W0301,ESZ4,Long,2.0,2022-07-26 09:45:00,2022-07-26 11:45:00,4238.00,4236.50,8.40,-158.40,trend
W0302,ESZ4,Short,2.0,2022-07-27 09:45:00,2022-07-27 14:45:00,5071.50,5078.25,8.40,-683.40,trend
W0303,ESZ4,Short,2.0,2022-07-28 09:45:00,2022-07-28 14:45:00,5069.50,5065.75,8.40,366.60,trend
W0304,ESZ4,Long,2.0,2022-07-29 09:45:00,2022-07-29 12:45:00,5048.00,5053.75,8.40,566.60,trend
W0305,ESZ4,Long,2.0,2022-08-01 09:45:00,2022-08-01 12:45:00,5162.50,5156.75,8.40,-583.40,trend
W0306,ESZ4,Short,2.0,2022-08-02 09:45:00,2022-08-02 14:45:00,4551.00,4553.25,8.40,-233.40,trend
W0307,ESZ4,Long,2.0,2022-08-03 09:45:00,2022-08-03 10:45:00,5083.00,5077.25,8.40,-583.40,trend
W0308,ESZ4,Short,2.0,2022-08-04 09:45:00,2022-08-04 10:45:00,4883.50,4885.75,8.40,-233.40,trend
W0309,ESZ4,Long,2.0,2022-08-05 09:45:00,2022-08-05 10:45:00,4382.00,4390.50,8.40,841.60,trend
W0310,ESZ4,Long,2.0,2022-08-08 09:45:00,2022-08-08 13:45:00,4559.00,4549.75,8.40,-933.40,trend
W0311,ESZ4,Long,2.0,2022-08-09 09:45:00,2022-08-09 11:45:00,4656.50,4657.25,8.40,66.60,trend
W0312,ESZ4,Short,2.0,2022-08-10 09:45:00,2022-08-10 12:45:00,4884.50,4885.75,8.40,-133.40,trend
W0313,ESZ4,Short,2.0,2022-08-11 09:45:00,2022-08-11 10:45:00,4259.00,4253.75,8.40,516.60,trend
W0314,ESZ4,Long,2.0,2022-08-12 09:45:00,2022-08-12 10:45:00,4957.25,4954.25,8.40,-308.40,trend
W0315,ESZ4,Short,2.0,2022-08-15 09:45:00,2022-08-15 11:45:00,4486.75,4487.00,8.40,-33.40,trend
W0316,ESZ4,Long,2.0,2022-08-16 09:45:00,2022-08-16 12:45:00,4473.25,4476.00,8.40,266.60,trend
W0317,ESZ4,Long,2.0,2022-08-17 09:45:00,2022-08-17 10:45:00,4334.75,4342.00,8.40,716.60,trend
W0318,ESZ4,Short,2.0,2022-08-18 09:45:00,2022-08-18 14:45:00,5100.00,5100.00,8.40,-8.40,trend
W0319,ESZ4,Long,2.0,2022-08-19 09:45:00,2022-08-19 14:45:00,4381.75,4381.00,8.40,-83.40,trend
W0320,ESZ4,Short,2.0,2022-08-22 09:45:00,2022-08-22 13:45:00,5045.50,5041.75,8.40,366.60,trend
W0321,ESZ4,Long,2.0,2022-08-23 09:45:00,2022-08-23 12:45:00,4508.00,4511.75,8.40,366.60,trend
W0322,ESZ4,Long,2.0,2022-08-24 09:45:00,2022-08-24 13:45:00,4200.25,4191.50,8.40,-883.40,trend
W0323,ESZ4,Short,2.0,2022-08-25 09:45:00,2022-08-25 13:45:00,5081.00,5084.25,8.40,-333.40,trend
W0324,ESZ4,Short,2.0,2022-08-26 09:45:00,2022-08-26 14:45:00,4900.50,4905.00,8.40,-458.40,trend
W0325,ESZ4,Long,2.0,2022-08-29 09:45:00,2022-08-29 11:45:00,4520.00,4514.00,8.40,-608.40,trend
W0326,ESZ4,Long,2.0,2022-08-30 09:45:00,2022-08-30 14:45:00,5080.25,5079.50,8.40,-83.40,trend
W0327,ESZ4,Long,2.0,2022-08-31 09:45:00,2022-08-31 10:45:00,4651.00,4646.00,8.40,-508.40,trend
W0328,ESZ4,Short,2.0,2022-09-01 09:45:00,2022-09-01 10:45:00,4657.75,4655.50,8.40,216.60,trend
W0329,ESZ4,Long,2.0,2022-09-02 09:45:00,2022-09-02 13:45:00,4407.25,4411.75,8.40,441.60,trend
W0330,ESZ4,Long,2.0,2022-09-05 09:45:00,2022-09-05 10:45:00,4842.50,4840.25,8.40,-233.40,trend
W0331,ESZ4,Long,2.0,2022-09-06 09:45:00,2022-09-06 11:45:00,5170.25,5177.50,8.40,716.60,trend
W0332,ESZ4,Short,2.0,2022-09-07 09:45:00,2022-09-07 11:45:00,5168.75,5166.25,8.40,241.60,trend
W0333,ESZ4,Long,2.0,2022-09-08 09:45:00,2022-09-08 11:45:00,4416.50,4411.50,8.40,-508.40,trend
W0334,ESZ4,Short,2.0,2022-09-09 09:45:00,2022-09-09 13:45:00,4591.75,4587.25,8.40,441.60,trend
W0335,ESZ4,Long,2.0,2022-09-12 09:45:00,2022-09-12 11:45:00,4801.00,4802.00,8.40,91.60,trend
W0336,ESZ4,Short,2.0,2022-09-13 09:45:00,2022-09-13 11:45:00,4878.25,4876.50,8.40,166.60,trend
W0337,ESZ4,Long,2.0,2022-09-14 09:45:00,2022-09-14 10:45:00,5158.75,5163.00,8.40,416.60,trend
W0338,ESZ4,Long,2.0,2022-09-15 09:45:00,2022-09-15 13:45:00,4870.50,4871.00,8.40,41.60,trend
W0339,ESZ4,Long,2.0,2022-09-16 09:45:00,2022-09-16 10:45:00,4279.75,4283.50,8.40,366.60,trend
W0340,ESZ4,Short,2.0,2022-09-19 09:45:00,2022-09-19 14:45:00,4270.00,4270.25,8.40,-33.40,trend
W0341,ESZ4,Long,2.0,2022-09-20 09:45:00,2022-09-20 10:45:00,4833.75,4835.25,8.40,141.60,trend
W0342,ESZ4,Long,2.0,2022-09-21 09:45:00,2022-09-21 14:45:00,4588.75,4587.25,8.40,-158.40,trend
W0343,ESZ4,Long,2.0,2022-09-22 09:45:00,2022-09-22 12:45:00,4830.50,4824.25,8.40,-633.40,trend
W0344,ESZ4,Short,2.0,2022-09-23 09:45:00,2022-09-23 14:45:00,4882.75,4887.50,8.40,-483.40,trend
W0345,ESZ4,Long,2.0,2022-09-26 09:45:00,2022-09-26 14:45:00,5185.50,5188.00,8.40,241.60,trend
W0346,ESZ4,Long,2.0,2022-09-27 09:45:00,2022-09-27 12:45:00,4771.25,4766.25,8.40,-508.40,trend
W0347,ESZ4,Short,2.0,2022-09-28 09:45:00,2022-09-28 12:45:00,4877.50,4880.75,8.40,-333.40,trend
W0348,ESZ4,Short,2.0,2022-09-29 09:45:00,2022-09-29 12:45:00,5107.75,5104.75,8.40,291.60,trend
W0349,ESZ4,Long,2.0,2022-09-30 09:45:00,2022-09-30 11:45:00,4486.00,4488.50,8.40,241.60,trend
W0350,ESZ4,Short,2.0,2022-10-03 09:45:00,2022-10-03 13:45:00,5133.25,5127.75,8.40,541.60,trend
W0351,ESZ4,Short,2.0,2022-10-04 09:45:00,2022-10-04 10:45:00,5080.75,5077.50,8.40,316.60,trend
W0352,ESZ4,Short,2.0,2022-10-05 09:45:00,2022-10-05 10:45:00,4307.25,4312.00,8.40,-483.40,trend
W0353,ESZ4,Short,2.0,2022-10-06 09:45:00,2022-10-06 14:45:00,4890.50,4889.75,8.40,66.60,trend
W0354,ESZ4,Short,2.0,2022-10-07 09:45:00,2022-10-07 13:45:00,4508.00,4513.75,8.40,-583.40,trend
W0355,ESZ4,Short,2.0,2022-10-10 09:45:00,2022-10-10 14:45:00,4825.50,4811.50,8.40,1391.60,trend
W0356,ESZ4,Short,2.0,2022-10-11 09:45:00,2022-10-11 11:45:00,5081.75,5088.50,8.40,-683.40,trend
W0357,ESZ4,Long,2.0,2022-10-12 09:45:00,2022-10-12 12:45:00,4410.75,4415.25,8.40,441.60,trend
W0358,ESZ4,Short,2.0,2022-10-13 09:45:00,2022-10-13 11:45:00,4974.00,4969.50,8.40,441.60,trend
W0359,ESZ4,Long,2.0,2022-10-14 09:45:00,2022-10-14 14:45:00,4427.50,4429.25,8.40,166.60,trend
W0360,ESZ4,Short,2.0,2022-10-17 09:45:00,2022-10-17 12:45:00,5027.00,5025.25,8.40,166.60,trend
W0361,ESZ4,Long,2.0,2022-10-18 09:45:00,2022-10-18 11:45:00,4782.00,4785.00,8.40,291.60,trend
W0362,ESZ4,Short,2.0,2022-10-19 09:45:00,2022-10-19 12:45:00,5125.75,5126.00,8.40,-33.40,trend
W0363,ESZ4,Short,2.0,2022-10-20 09:45:00,2022-10-20 11:45:00,5163.75,5174.00,8.40,-1033.40,trend
W0364,ESZ4,Short,2.0,2022-10-21 09:45:00,2022-10-21 11:45:00,4661.00,4659.50,8.40,141.60,trend
W0365,ESZ4,Short,2.0,2022-10-24 09:45:00,2022-10-24 12:45:00,4773.75,4773.50,8.40,16.60,trend
W0366,ESZ4,Short,2.0,2022-10-25 09:45:00,2022-10-25 12:45:00,5171.75,5160.00,8.40,1166.60,trend
W0367,ESZ4,Short,2.0,2022-10-26 09:45:00,2022-10-26 12:45:00,4390.75,4385.50,8.40,516.60,trend
W0368,ESZ4,Short,2.0,2022-10-27 09:45:00,2022-10-27 10:45:00,4608.00,4603.50,8.40,441.60,trend
W0369,ESZ4,Short,2.0,2022-10-28 09:45:00,2022-10-28 12:45:00,5197.25,5191.50,8.40,566.60,trend
W0370,ESZ4,Short,2.0,2022-10-31 09:45:00,2022-10-31 14:45:00,4720.25,4710.50,8.40,966.60,trend
W0371,ESZ4,Short,2.0,2022-11-01 09:45:00,2022-11-01 14:45:00,4784.25,4789.25,8.40,-508.40,trend
W0372,ESZ4,Short,2.0,2022-11-02 09:45:00,2022-11-02 12:45:00,5141.50,5133.75,8.40,766.60,trend
W0373,ESZ4,Short,2.0,2022-11-03 09:45:00,2022-11-03 14:45:00,4507.00,4503.00,8.40,391.60,trend
W0374,ESZ4,Short,2.0,2022-11-04 09:45:00,2022-11-04 12:45:00,4948.75,4941.25,8.40,741.60,trend
W0375,ESZ4,Long,2.0,2022-11-07 09:45:00,2022-11-07 14:45:00,5187.25,5186.25,8.40,-108.40,trend
W0376,ESZ4,Long,2.0,2022-11-08 09:45:00,2022-11-08 10:45:00,4738.25,4734.75,8.40,-358.40,trend
W0377,ESZ4,Short,2.0,2022-11-09 09:45:00,2022-11-09 13:45:00,4356.50,4359.25,8.40,-283.40,trend
W0378,ESZ4,Short,2.0,2022-11-10 09:45:00,2022-11-10 11:45:00,4331.25,4332.75,8.40,-158.40,trend
W0379,ESZ4,Short,2.0,2022-11-11 09:45:00,2022-11-11 14:45:00,4819.00,4826.25,8.40,-733.40,trend
W0380,ESZ4,Short,2.0,2022-11-14 09:45:00,2022-11-14 10:45:00,4736.00,4734.00,8.40,191.60,trend
W0381,ESZ4,Long,2.0,2022-11-15 09:45:00,2022-11-15 10:45:00,4597.00,4604.00,8.40,691.60,trend
W0382,ESZ4,Long,2.0,2022-11-16 09:45:00,2022-11-16 10:45:00,4423.25,4421.75,8.40,-158.40,trend
W0383,ESZ4,Short,2.0,2022-11-17 09:45:00,2022-11-17 13:45:00,5155.50,5154.75,8.40,66.60,trend
W0384,ESZ4,Long,2.0,2022-11-18 09:45:00,2022-11-18 14:45:00,5148.00,5147.50,8.40,-58.40,trend
W0385,ESZ4,Long,2.0,2022-11-21 09:45:00,2022-11-21 11:45:00,4208.50,4209.25,8.40,66.60,trend
W0386,ESZ4,Long,2.0,2022-11-22 09:45:00,2022-11-22 13:45:00,4914.50,4916.50,8.40,191.60,trend
W0387,ESZ4,Short,2.0,2022-11-23 09:45:00,2022-11-23 10:45:00,4728.25,4722.25,8.40,591.60,trend
W0388,ESZ4,Short,2.0,2022-11-24 09:45:00,2022-11-24 12:45:00,4631.25,4636.00,8.40,-483.40,trend
W0389,ESZ4,Short,2.0,2022-11-25 09:45:00,2022-11-25 10:45:00,5006.25,5003.00,8.40,316.60,trend
W0390,ESZ4,Short,2.0,2022-11-28 09:45:00,2022-11-28 11:45:00,5109.25,5108.50,8.40,66.60,trend
W0391,ESZ4,Long,2.0,2022-11-29 09:45:00,2022-11-29 12:45:00,4231.00,4231.50,8.40,41.60,trend
W0392,ESZ4,Long,2.0,2022-11-30 09:45:00,2022-11-30 11:45:00,4213.25,4210.75,8.40,-258.40,trend
W0393,ESZ4,Short,2.0,2022-12-01 09:45:00,2022-12-01 11:45:00,5090.00,5086.50,8.40,341.60,trend
W0394,ESZ4,Short,2.0,2022-12-02 09:45:00,2022-12-02 10:45:00,4405.00,4405.25,8.40,-33.40,trend
W0395,ESZ4,Long,2.0,2022-12-05 09:45:00,2022-12-05 14:45:00,4929.00,4925.75,8.40,-333.40,trend
W0396,ESZ4,Short,2.0,2022-12-06 09:45:00,2022-12-06 10:45:00,4636.75,4638.50,8.40,-183.40,trend
W0397,ESZ4,Long,2.0,2022-12-07 09:45:00,2022-12-07 13:45:00,5157.25,5142.50,8.40,-1483.40,trend
W0398,ESZ4,Long,2.0,2022-12-08 09:45:00,2022-12-08 12:45:00,4723.50,4722.00,8.40,-158.40,trend
W0399,ESZ4,Short,2.0,2022-12-09 09:45:00,2022-12-09 10:45:00,4246.50,4236.75,8.40,966.60,trend
W0400,ESZ4,Short,2.0,2022-12-12 09:45:00,2022-12-12 11:45:00,4350.50,4351.50,8.40,-108.40,trend
W0401,ESZ4,Short,2.0,2022-12-13 09:45:00,2022-12-13 12:45:00,4984.75,4982.00,8.40,266.60,trend
W0402,ESZ4,Long,2.0,2022-12-14 09:45:00,2022-12-14 11:45:00,4361.50,4364.25,8.40,266.60,trend
W0403,ESZ4,Long,2.0,2022-12-15 09:45:00,2022-12-15 12:45:00,4462.25,4466.00,8.40,366.60,trend
W0404,ESZ4,Short,2.0,2022-12-16 09:45:00,2022-12-16 14:45:00,4688.75,4691.25,8.40,-258.40,trend
W0405,ESZ4,Long,2.0,2022-12-19 09:45:00,2022-12-19 10:45:00,4279.00,4287.00,8.40,791.60,trend
W0406,ESZ4,Long,2.0,2022-12-20 09:45:00,2022-12-20 10:45:00,5098.75,5102.00,8.40,316.60,trend
W0407,ESZ4,Long,2.0,2022-12-21 09:45:00,2022-12-21 12:45:00,4320.50,4330.00,8.40,941.60,trend
W0408,ESZ4,Long,2.0,2022-12-22 09:45:00,2022-12-22 14:45:00,4654.50,4660.50,8.40,591.60,trend
W0409,ESZ4,Short,2.0,2022-12-23 09:45:00,2022-12-23 10:45:00,4929.75,4930.00,8.40,-33.40,trend
W0410,ESZ4,Long,2.0,2022-12-26 09:45:00,2022-12-26 14:45:00,5024.50,5033.75,8.40,916.60,trend
W0411,ESZ4,Short,2.0,2022-12-27 09:45:00,2022-12-27 14:45:00,4246.75,4244.00,8.40,266.60,trend
W0412,ESZ4,Short,2.0,2022-12-28 09:45:00,2022-12-28 14:45:00,5101.00,5101.25,8.40,-33.40,trend
W0413,ESZ4,Short,2.0,2022-12-29 09:45:00,2022-12-29 10:45:00,4517.00,4518.50,8.40,-158.40,trend
W0414,ESZ4,Short,2.0,2022-12-30 09:45:00,2022-12-30 12:45:00,5014.75,5016.00,8.40,-133.40,trend
W0415,ESZ4,Short,2.0,2023-01-02 09:45:00,2023-01-02 11:45:00,4268.00,4263.00,8.40,491.60,trend
W0416,ESZ4,Short,2.0,2023-01-03 09:45:00,2023-01-03 10:45:00,4792.75,4789.00,8.40,366.60,trend
W0417,ESZ4,Long,2.0,2023-01-04 09:45:00,2023-01-04 13:45:00,4843.00,4842.25,8.40,-83.40,trend
W0418,ESZ4,Long,2.0,2023-01-05 09:45:00,2023-01-05 10:45:00,5156.00,5149.50,8.40,-658.40,trend
W0419,ESZ4,Long,2.0,2023-01-06 09:45:00,2023-01-06 11:45:00,4223.75,4224.75,8.40,91.60,trend
W0420,ESZ4,Long,2.0,2023-01-09 09:45:00,2023-01-09 14:45:00,4859.00,4858.00,8.40,-108.40,trend
W0421,ESZ4,Short,2.0,2023-01-10 09:45:00,2023-01-10 13:45:00,4827.25,4824.25,8.40,291.60,trend
W0422,ESZ4,Long,2.0,2023-01-11 09:45:00,2023-01-11 10:45:00,4668.50,4666.00,8.40,-258.40,trend
W0423,ESZ4,Long,2.0,2023-01-12 09:45:00,2023-01-12 10:45:00,5022.25,5024.25,8.40,191.60,trend
W0424,ESZ4,Long,2.0,2023-01-13 09:45:00,2023-01-13 11:45:00,5102.00,5103.25,8.40,116.60,trend
W0425,ESZ4,Short,2.0,2023-01-16 09:45:00,2023-01-16 12:45:00,4803.50,4806.75,8.40,-333.40,trend
W0426,ESZ4,Long,2.0,2023-01-17 09:45:00,2023-01-17 12:45:00,4766.25,4764.25,8.40,-208.40,trend
W0427,ESZ4,Long,2.0,2023-01-18 09:45:00,2023-01-18 14:45:00,5034.50,5025.75,8.40,-883.40,trend
W0428,ESZ4,Long,2.0,2023-01-19 09:45:00,2023-01-19 10:45:00,4201.25,4206.75,8.40,541.60,trend
W0429,ESZ4,Short,2.0,2023-01-20 09:45:00,2023-01-20 12:45:00,4281.25,4287.00,8.40,-583.40,trend
W0430,ESZ4,Long,2.0,2023-01-23 09:45:00,2023-01-23 13:45:00,5083.75,5082.25,8.40,-158.40,trend
W0431,ESZ4,Long,2.0,2023-01-24 09:45:00,2023-01-24 10:45:00,4517.00,4513.75,8.40,-333.40,trend
